Energy (eV),Absorption (OD),EA 20 kV/cm (mOD),EA 30 kV/cm (mOD),EA 40 kV/cm (mOD),EA 50 kV/cm (mOD),EA 60 kV/cm (mOD),EA 70 kV/cm (mOD)
3.5424055142857145,0.562674425162145,-2.5709253309389375,-0.7616907907558942,-0.7354338642528168,-0.7733580871543142,1.8702042999582866,3.0730793399278844
3.532313190883191,0.5710460621357301,-1.236549271231596,-1.8141289653651724,3.476125987997814,-0.44050579245256766,0.9610299615904905,3.42669310296333
3.522278210227273,0.5985819416751579,0.6906624670255367,0.38371056083115435,1.002556557008898,-0.9060375895507862,1.6593658152329906,1.8169661040508311
3.512300084985836,0.6152892695072801,0.10830258534851325,1.1175163885588604,2.310563761772237,-0.07828372189544792,1.573234690016481,0.877194475519162
3.5023783333333336,0.6298406175310542,0.6878773899438627,0.5086006650989284,0.8573492971498329,1.045190248955698,-0.6932098075026931,-1.0887324167746184
3.49251247887324,0.6449724662515887,0.04218775282795142,-0.6023786987225223,1.1194476657375554,-0.27658402346185457,0.04931576949601132,-0.7825588820118702
3.482702050561798,0.6587796649801305,-0.6133783895656353,-0.7508578282683731,0.3845768542029092,0.5719539809334477,0.032428391989237505,-0.9637715175248535
3.4729465826330532,0.6653058813265288,0.3134357274889862,-0.5140410392737298,0.10103369444230545,1.255464809311541,-0.3023355260458304,-0.1427843378555078
3.46324561452514,0.6709273217816699,-0.2303522043466032,-0.1077796376248985,-0.15426234737269046,1.2412749351347456,0.14930873924473334,-0.04321046907562596
3.4535986908077994,0.6811929837867524,-0.3013214072270305,-0.01600733440433285,0.16158223677450642,0.5025470286412925,-1.182039046739303,-0.43402718283113906
3.4440053611111114,0.6882526939618246,-0.24157677698524568,0.7272882746707564,0.2493347761678092,-0.056692404408301256,-0.5698738286001525,-0.01605068888595774
3.4344651800554016,0.6890707795685838,0.004784191492237821,0.509645581838376,0.3847397005020273,0.16032454379928016,0.08804997263056578,-0.2630952323750782
3.4249777071823204,0.6904337710850711,-0.006532171827475629,0.05089794562486899,0.2431207106298135,0.24599856165624862,-0.03693720798327486,-0.30712037196432573
3.4155425068870526,0.6952093092359665,-0.0719482671358648,0.21837682179506576,0.16981579021430027,0.18855352305262368,-0.047020812995398044,-0.12015929013005588
3.4061591483516485,0.6944402733437114,-0.21428891721865453,0.30923195692559485,0.16131343331606934,-0.28342153868706027,-0.2545135193988821,-0.048775913035464004
3.396827205479452,0.6954885038137669,-0.07359226347882007,0.4793870615484004,0.027716155974641703,0.4378308009980665,0.26539733756750006,0.05109085616682968
3.387546256830601,0.6944018149965707,0.22793396408941133,0.055214880731920775,0.9027165023200806,0.18890925949503698,0.14967036403728257,0.017348753011638317
3.378315885558583,0.6950409219219191,-0.5197798287541753,0.13922899128763644,0.2077269832801432,0.3097952848106129,0.007899500308589921,0.2925405696185008
3.3691356793478264,0.6973694544621131,-0.17111697303896642,0.4086805759839071,-0.1668356158537171,0.48194046256330303,-0.32657077848148913,0.014587608268862533
