Energy (eV),Absorption (OD),EA 20 kV/cm (mOD),EA 30 kV/cm (mOD),EA 40 kV/cm (mOD),EA 50 kV/cm (mOD),EA 60 kV/cm (mOD),EA 70 kV/cm (mOD),EA 80 kV/cm (mOD)
3.5424055142857145,0.46213410614081935,-2.429818209517036,-2.9340280647801245,0.1728582212078562,2.421657158060157,0.3760051165431951,-1.6784105860148941,1.2744501076417039
3.532313190883191,0.4645326668074476,-0.3865631350380661,-4.0177479854934806,-0.9651341136789678,0.2790575726930606,-0.1763639391322588,0.9084669301843784,2.170728382013001
3.522278210227273,0.4780118032997382,0.6644543206877174,-1.3757025411511246,0.01720826373594843,0.2723556342331378,-0.8772266585186304,1.0252697621652875,0.05936987968663506
3.512300084985836,0.48724391423344005,0.17307617887252683,1.398556025046418,0.33290653953135724,-0.10397712502225924,-0.1410568396072636,1.9772537923654045,-0.39204002979390334
3.5023783333333336,0.4920863607191234,-0.14644300859098874,0.8292379569610515,0.1318779195660848,-0.47343288650802484,-1.4082486282845068,1.03421832005989,0.2004067786684141
3.49251247887324,0.4920107786958642,-0.3705272362967084,0.7251875580934007,-0.10967302779807997,0.29082577232261464,-0.503405990178148,0.38388691696025956,0.12239559144877914
3.482702050561798,0.49491730310823984,0.25143128694076655,-0.16737255080314414,0.7312997530946468,-0.08208834642750328,-0.2980054288215838,0.8024504483516085,0.23359937310328754
3.4729465826330532,0.5045200228160464,0.30540513542522835,1.2159581788478366,0.12874876116690193,-0.13065075759240272,-0.4949203473738398,0.3067756019265279,0.16868322108228936
3.46324561452514,0.5141626367488316,0.23322057344207592,0.7055017798523199,0.06977936370314916,-0.3222918336066019,0.10498604396476961,-1.16867163226753,0.0795456785321332
3.4535986908077994,0.5254166296314182,0.15071688600810118,0.22229919024820816,0.42575870423408096,-0.14680790372479163,-0.10280251986632004,-1.3399690825890171,0.14266342213775823
3.4440053611111114,0.5389476934276042,-0.08420692662671175,0.04744366427654223,0.13603197042718382,0.14652102478335075,-0.31494392243857255,-0.634031138019208,-0.46139649589943904
3.4344651800554016,0.552797328193169,-0.030510061169425902,0.0662994019595941,0.008143787742018252,-0.0474850196968464,-0.13115188759299315,-0.4165067430992947,-0.1619444961001671
3.4249777071823204,0.5675383210612751,0.33257035563169546,0.27973791818403687,0.025203254346361875,0.12300907132967856,-0.08207042731111736,0.6697475742178828,-0.1478098587170627
3.4155425068870526,0.5802291812423511,0.3442323478028963,0.16125536497201567,0.036951002838831765,0.24604483930253027,0.07850900653249594,0.34964307135308687,-0.09933266846679593
3.4061591483516485,0.5931819461848765,-0.08146692271119912,-0.017708406874465028,-0.11720431802050167,0.08185127985583136,0.06478954676314409,-0.03973542192475267,-0.011715633286749674
3.396827205479452,0.6020583718141885,-0.6411012629109897,-0.10909445023106745,0.20411235559067095,0.15548187382531764,-0.014217467285069018,-0.09506789927486971,0.08300190818977253
3.387546256830601,0.6082168615789071,-0.17890304940660448,0.32519774172697435,0.06840770600495738,0.28255508107596644,0.24675123254122105,-0.43098036485305846,0.16572918217595142
3.378315885558583,0.6126195988609382,-0.2021058804910782,0.24847137385875287,0.14964898234057158,-0.02712624044911204,0.05888644650183798,-0.0904176875034067,0.11242694316586392
3.3691356793478264,0.6137801966168105,-0.1625439705601565,0.31072898769980756,0.39209078594755303,0.2486414824815402,0.22556311468105517,0.24687496006600979,0.1540413136731393
3.3600052303523036,0.6161949565968581,0.02768872992639904,0.3391848327804725,0.3287435698184789,-0.037686277374937294,0.17323195913588654,-0.010108373730072754,0.084112052745149
3.350924135135135,0.6122080106541602,-0.5887811181102053,-0.06518081151321786,-0.12123062281603701,-0.13661177923156778,0.2644174453233306,-0.17051353305589034,0.03076638331046778
3.3418919946091648,0.6055893878122229,0.19038262241377685,-0.09601613659333819,-0.24599768995009003,-0.06216014840972535,0.3351332290985461,-0.07903591994498416,-0.2306181253768494
3.332908413978495,0.5959291896395933,0.1979178276345738,-0.046950932296724104,-0.0034478856789117393,-0.1330645477287619,0.04776440037507043,0.2168347739380006,-0.1255867171047396
3.3239730026809653,0.5904723939759763,-0.04015144598156924,0.256208508745024,-0.06571056756667894,0.0751950180171585,0.1633521088880171,0.012110251433672685,0.014070795246207492
3.315085374331551,0.5863850447240452,-0.04366359875928608,0.300416078161512,0.3669862312397658,0.25832951214840605,0.17296192084201653,-0.2524700756205527,0.44388361506033386
3.306245146666667,0.577818679205566,-0.15603771854015103,0.2871081302997013,0.3630398521540056,0.17391152888368772,0.14749431222985643,-0.086420879865749,0.07871809684728123
3.2974519414893617,0.5689875899642118,0.044280592565299634,0.20794196931672146,0.45197781488975064,0.0689460965296413,0.3340982900887809,0.07225846554122045,-0.060720676816995806
3.2887053846153846,0.5662880581953692,0.05293103022044391,-0.21042345658163306,0.02705630002247875,0.19864231416657177,0.18017684583457458,0.03433206862128013,0.2378477948248601
3.280005105820106,0.5670075687707572,0.021552435507351347,-0.0017775047568018554,-0.2280504595369024,0.4881998903964441,0.09505688897246872,-0.014175488130908827,0.06043704172085004
