Energy (eV),Absorption (OD),EA 20 kV/cm (mOD),EA 30 kV/cm (mOD),EA 40 kV/cm (mOD),EA 50 kV/cm (mOD),EA 60 kV/cm (mOD),EA 70 kV/cm (mOD),EA 80 kV/cm (mOD)
3.5424055142857145,0.7341629220228981,-3.276141204012724,-1.0208076594842876,-4.084913560688681,-4.758395749896743,-4.446795731467789,-9.026411600442922,-7.816342628089628
3.532313190883191,0.7679914032425997,-3.5389609254866703,-0.5635556854102739,-3.054376726894709,-4.868394506407534,-4.24838983751145,-5.650093862617551,-6.2666235695184405
3.522278210227273,0.8223010520391006,-1.8403924732032804,-1.257923221158291,-1.3019729909716486,-4.0087645527511695,-2.712834675430219,-5.964565257428872,-6.640672208229487
3.512300084985836,0.877606001371186,-1.4547102711373918,-1.4379996887523319,-0.843462587486269,-3.4529708700190294,-3.233787454631902,-4.19831626130889,-8.407505451883043
3.5023783333333336,0.9340775458700219,-0.8495802459429601,-3.32944516997811,-0.8404949943794535,-3.8830859972270044,-3.314720592919339,-5.023378127189939,-7.309060858510208
3.49251247887324,0.9888607438417378,1.5162108190033827,-2.4090948635860423,-1.2268602447514636,-3.0126117755941384,-3.549009840709006,-5.371462778041725,-7.2742827511024
3.482702050561798,1.039515499135218,-2.3953194837638443,-1.509474350231865,-1.919360292422239,-4.044604959214582,-2.810956296376235,-4.671069275352362,-7.197190192709074
3.4729465826330532,1.0881292608512676,-3.427434119086215,-2.3288242194303703,-2.027336172436398,-4.240295474191453,-3.4389334023992246,-3.6575593739663583,-5.8410956435553265
3.46324561452514,1.1290482473747896,-2.8397232239381567,-1.4320691949239874,-2.3116394775442624,-2.706385430952767,-2.9873564463150775,-3.41135372197638,-6.126370328219212
3.4535986908077994,1.1864526750124573,-1.5191110979070241,-1.1149467631082983,-1.6824910992888418,-2.4708994926733228,-2.3936680397757137,-4.336729186758416,-3.898644179581454
3.4440053611111114,1.226683947310994,-0.5166250323824593,-1.1753811575456339,-2.1131713767685714,-4.205001208547018,-2.173289047001868,-3.9666697160151627,-3.7401324615613563
3.4344651800554016,1.2560186669095879,0.18871321821269796,-1.0597292321620513,-3.196975783204356,-1.4399110493361436,-2.5795956390817425,-4.5249696762030105,-5.581535853751017
3.4249777071823204,1.2886590505502513,-3.705247869709248,-1.9287835809035347,-3.4588744466143853,-2.3920495079290576,-3.4433971246760167,-4.153455991692995,-5.165535039921359
3.4155425068870526,1.3181300793042967,-3.056765958250987,-3.344272607440546,-2.4003115249070928,-2.748236914675028,-3.3417744040292625,-4.417606638950675,-6.469170549324249
3.4061591483516485,1.3400434227560651,-1.2156466157334607,-2.9047510827156335,-2.1001599920151897,-3.1472955593239687,-4.2629207473414334,-4.359136308996045,-7.347181820905141
3.396827205479452,1.3535662571183134,-0.5614045176119883,-0.9067276310798906,-2.8513369934595523,-2.7010058378182724,-3.769549405387697,-4.001367794174013,-6.204593770689697
3.387546256830601,1.3604644952265406,-0.17450589674762926,-2.484729408181414,-3.615659687115299,-2.6641273947762834,-3.667115039899337,-4.3606503770400655,-5.994072086510395
3.378315885558583,1.360916648061229,-1.065014714524382,-2.403347601392903,-2.028513095143914,-2.730990664221069,-4.260366732821267,-4.4766197678035216,-6.990351379467585
3.3691356793478264,1.3598636141697789,-0.23639366971979528,-2.2408447907002453,-1.574313141406757,-2.759143436226766,-3.946082853478243,-4.3062938046072885,-6.986997577828224
3.3600052303523036,1.3606453200709705,-0.4958372259103789,-2.245300349725764,-1.7931669315253926,-3.7428557993141562,-3.3573673479704396,-5.297082641906326,-6.142557151448191
3.350924135135135,1.359248796891867,-1.8648285338902404,-2.9607785900461225,-2.232693625309685,-4.786373918964159,-4.847495356811258,-5.728005060576028,-5.907748374208139
