Data R1_x,Data R1_y,Fit R1 (k=1.91)_x,Fit R1 (k=1.91)_y,Data R2_x,Data R2_y,Fit R2 (k=1.73)_x,Fit R2 (k=1.73)_y,Data R3_x,Data R3_y,Fit R3 (k=1.73)_x,Fit R3 (k=1.73)_y,Data R4_x,Data R4_y,Fit R4 (k=1.74)_x,Fit R4 (k=1.74)_y,Data R5_x,Data R5_y,Fit R5 (k=1.80)_x,Fit R5 (k=1.80)_y
,,27.0707070707,0.7486747647,,,27.0707070707,0.0616262391,,,27.0707070707,1.2571040817,,,27.0707070707,1.3822372517,,,27.0707070707,0.1936649627
,,27.5757575758,0.7756142088,,,27.5757575758,0.0636308233,,,27.5757575758,1.2980063422,,,27.5757575758,1.4274311977,,,27.5757575758,0.2002119108
,,28.0808080808,0.8030076300,,,28.0808080808,0.0656624530,,,28.0808080808,1.3394608011,,,28.0808080808,1.4732422851,,,28.0808080808,0.2068553234
,,28.5858585859,0.8308543073,,,28.5858585859,0.067720997,,,28.5858585859,1.3814647805,,,28.5858585859,1.5196676142,,,28.5858585859,0.2135948484
,,29.0909090909,0.8591535334,,,29.0909090909,0.0698063268,,,29.0909090909,1.4240156629,,,29.0909090909,1.5667043502,,,29.0909090909,0.2204301415
,,29.595959596,0.8879046147,,,29.595959596,0.0719183168,,,29.595959596,1.4671108886,,,29.595959596,1.6143497206,,,29.595959596,0.2273608653
,,30.1010101010,0.9171068704,,,30.1010101010,0.0740568442,,,30.1010101010,1.5107479540,,,30.1010101010,1.6626010129,,,30.1010101010,0.2343866896
,,30.6060606061,0.9467596324,,,30.6060606061,0.0762217888,,,30.6060606061,1.5549244089,,,30.6060606061,1.7114555725,,,30.6060606061,0.2415072909
,,31.1111111111,0.9768622444,,,31.1111111111,0.0784130329,,,31.1111111111,1.5996378545,,,31.1111111111,1.7609108000,,,31.1111111111,0.2487223519
,,31.6161616162,1.007414062,,,31.6161616162,0.0806304613,,,31.6161616162,1.6448859421,,,31.6161616162,1.8109641497,,,31.6161616162,0.2560315619
,,32.1212121212,1.0384144521,,,32.1212121212,0.0828739611,,,32.1212121212,1.6906663704,,,32.1212121212,1.8616131274,,,32.1212121212,0.2634346160
,,32.6262626263,1.0698627924,,,32.6262626263,0.0851434216,,,32.6262626263,1.7369768845,,,32.6262626263,1.9128552885,,,32.6262626263,0.2709312151
,,33.1313131313,1.1017584712,,,33.1313131313,0.0874387344,,,33.1313131313,1.7838152741,,,33.1313131313,1.9646882363,,,33.1313131313,0.2785210657
,,33.6363636364,1.1341008869,,,33.6363636364,0.0897597932,,,33.6363636364,1.8311793716,,,33.6363636364,2.0171096207,,,33.6363636364,0.2862038797
,,34.1414141414,1.1668894481,,,34.1414141414,0.0921064937,,,34.1414141414,1.8790670510,,,34.1414141414,2.0701171358,,,34.1414141414,0.2939793743
,,34.6464646465,1.2001235725,,,34.6464646465,0.0944787335,,,34.6464646465,1.9274762266,,,34.6464646465,2.1237085194,,,34.6464646465,0.3018472717
,,35.1515151515,1.2338026876,,,35.1515151515,0.0968764123,,,35.1515151515,1.9764048511,,,35.1515151515,2.1778815507,,,35.1515151515,0.309807299
,,35.6565656566,1.2679262296,,,35.6565656566,0.0992994314,,,35.6565656566,2.025850915,,,35.6565656566,2.2326340496,,,35.6565656566,0.3178591880
,,36.1616161616,1.3024936435,,,36.1616161616,0.1017476941,,,36.1616161616,2.0758124449,,,36.1616161616,2.2879638748,,,36.1616161616,0.3260026753
,,36.6666666667,1.3375043828,,,36.6666666667,0.1042211052,,,36.6666666667,2.1262875025,,,36.6666666667,2.3438689230,,,36.6666666667,0.3342375016
,,37.1717171717,1.3729579093,,,37.1717171717,0.1067195714,,,37.1717171717,2.1772741838,,,37.1717171717,2.4003471277,,,37.1717171717,0.3425634121
,,37.6767676768,1.4088536927,,,37.6767676768,0.1092430008,,,37.6767676768,2.2287706174,,,37.6767676768,2.4573964578,,,37.6767676768,0.3509801564
,,38.1818181818,1.4451912105,,,38.1818181818,0.1117913032,,,38.1818181818,2.2807749641,,,38.1818181818,2.5150149167,,,38.1818181818,0.3594874876
,,38.6868686869,1.4819699478,,,38.6868686869,0.1143643899,,,38.6868686869,2.3332854156,,,38.6868686869,2.5732005412,,,38.6868686869,0.3680851634
,,39.1919191919,1.5191893970,,,39.1919191919,0.1169621738,,,39.1919191919,2.3863001938,,,39.1919191919,2.6319514007,,,39.1919191919,0.3767729448
,,39.696969697,1.5568490578,,,39.696969697,0.1195845689,,,39.696969697,2.4398175495,,,39.696969697,2.6912655958,,,39.696969697,0.3855505967
,,40.2020202020,1.5949484367,,,40.2020202020,0.1222314909,,,40.2020202020,2.4938357623,,,40.2020202020,2.7511412579,,,40.2020202020,0.3944178878
,,40.7070707071,1.6334870471,,,40.7070707071,0.1249028568,,,40.7070707071,2.5483531389,,,40.7070707071,2.8115765481,,,40.7070707071,0.4033745899
,,41.2121212121,1.6724644089,,,41.2121212121,0.1275985847,,,41.2121212121,2.6033680131,,,41.2121212121,2.8725696563,,,41.2121212121,0.4124204787
,,41.7171717172,1.7118800485,,,41.7171717172,0.1303185943,,,41.7171717172,2.6588787443,,,41.7171717172,2.9341188004,,,41.7171717172,0.4215553328
,,42.2222222222,1.7517334986,,,42.2222222222,0.1330628062,,,42.2222222222,2.7148837177,,,42.2222222222,2.9962222258,,,42.2222222222,0.4307789343
,,42.7272727273,1.7920242978,,,42.7272727273,0.1358311426,,,42.7272727273,2.7713813426,,,42.7272727273,3.0588782043,,,42.7272727273,0.4400910684
,,43.2323232323,1.8327519911,,,43.2323232323,0.1386235265,,,43.2323232323,2.8283700527,,,43.2323232323,3.1220850336,,,43.2323232323,0.4494915232
,,43.7373737374,1.8739161288,,,43.7373737374,0.1414398822,,,43.7373737374,2.8858483047,,,43.7373737374,3.1858410366,,,43.7373737374,0.45898009
,,44.2424242424,1.9155162672,,,44.2424242424,0.1442801353,,,44.2424242424,2.9438145780,,,44.2424242424,3.2501445605,,,44.2424242424,0.4685565628
,,44.7474747475,1.9575519682,,,44.7474747475,0.1471442120,,,44.7474747475,3.0022673743,,,44.7474747475,3.3149939766,,,44.7474747475,0.4782207387
,,45.2525252525,2.0000227988,,,45.2525252525,0.1500320401,,,45.2525252525,3.0612052166,,,45.2525252525,3.3803876793,,,45.2525252525,0.4879724174
,,45.7575757576,2.0429283315,,,45.7575757576,0.1529435481,,,45.7575757576,3.1206266490,,,45.7575757576,3.4463240858,,,45.7575757576,0.4978114013
,,46.2626262626,2.0862681439,,,46.2626262626,0.1558786656,,,46.2626262626,3.1805302362,,,46.2626262626,3.5128016352,,,46.2626262626,0.5077374955
,,46.7676767677,2.1300418186,,,46.7676767677,0.1588373231,,,46.7676767677,3.2409145625,,,46.7676767677,3.5798187884,,,46.7676767677,0.5177505075
,,47.2727272727,2.1742489433,,,47.2727272727,0.1618194522,,,47.2727272727,3.3017782320,,,47.2727272727,3.6473740272,,,47.2727272727,0.5278502475
,,47.7777777778,2.2188891104,,,47.7777777778,0.1648249854,,,47.7777777778,3.3631198676,,,47.7777777778,3.7154658537,,,47.7777777778,0.5380365281
,,48.2828282828,2.2639619168,,,48.2828282828,0.167853856,,,48.2828282828,3.4249381107,,,48.2828282828,3.7840927904,,,48.2828282828,0.5483091643
,,48.7878787879,2.3094669644,,,48.7878787879,0.1709059982,,,48.7878787879,3.487231621,,,48.7878787879,3.8532533791,,,48.7878787879,0.5586679732
,,49.2929292929,2.3554038594,,,49.2929292929,0.1739813472,,,49.2929292929,3.5499990756,,,49.2929292929,3.9229461808,,,49.2929292929,0.5691127746
,,49.797979798,2.4017722123,,,49.797979798,0.1770798389,,,49.797979798,3.613239169,,,49.797979798,3.9931697751,,,49.797979798,0.5796433903
,,50.3030303030,2.4485716381,,,50.3030303030,0.1802014102,,,50.3030303030,3.6769506125,,,50.3030303030,4.0639227597,,,50.3030303030,0.5902596442
,,50.8080808081,2.495801756,,,50.8080808081,0.1833459986,,,50.8080808081,3.7411321339,,,50.8080808081,4.1352037502,,,50.8080808081,0.6009613624
,,51.3131313131,2.5434621892,,,51.3131313131,0.1865135425,,,51.3131313131,3.8057824771,,,51.3131313131,4.2070113797,,,51.3131313131,0.6117483732
,,51.8181818182,2.5915525652,,,51.8181818182,0.1897039811,,,51.8181818182,3.8709004017,,,51.8181818182,4.2793442982,,,51.8181818182,0.6226205069
,,52.3232323232,2.6400725152,,,52.3232323232,0.1929172543,,,52.3232323232,3.9364846827,,,52.3232323232,4.3522011723,,,52.3232323232,0.6335775956
,,52.8282828283,2.6890216744,,,52.8282828283,0.1961533027,,,52.8282828283,4.0025341101,,,52.8282828283,4.4255806849,,,52.8282828283,0.6446194736
,,53.3333333333,2.7383996818,,,53.3333333333,0.1994120678,,,53.3333333333,4.0690474887,,,53.3333333333,4.4994815349,,,53.3333333333,0.6557459769
,,53.8383838384,2.7882061803,,,53.8383838384,0.2026934915,,,53.8383838384,4.1360236376,,,53.8383838384,4.5739024366,,,53.8383838384,0.6669569436
,,54.3434343434,2.8384408161,,,54.3434343434,0.2059975168,,,54.3434343434,4.2034613900,,,54.3434343434,4.6488421197,,,54.3434343434,0.6782522135
,,54.8484848485,2.8891032393,,,54.8484848485,0.2093240869,,,54.8484848485,4.2713595931,,,54.8484848485,4.7242993287,,,54.8484848485,0.6896316281
,,55.3535353535,2.9401931035,,,55.3535353535,0.2126731461,,,55.3535353535,4.3397171074,,,55.3535353535,4.800272823,,,55.3535353535,0.7010950309
,,55.8585858586,2.9917100655,,,55.8585858586,0.2160446392,,,55.8585858586,4.4085328066,,,55.8585858586,4.8767613758,,,55.8585858586,0.712642267
,,56.3636363636,3.0436537858,,,56.3636363636,0.2194385114,,,56.3636363636,4.4778055775,,,56.3636363636,4.9537637747,,,56.3636363636,0.7242731830
,,56.8686868687,3.096023928,,,56.8686868687,0.2228547088,,,56.8686868687,4.5475343195,,,56.8686868687,5.0312788210,,,56.8686868687,0.7359876275
,,57.3737373737,3.1488201590,,,57.3737373737,0.2262931781,,,57.3737373737,4.6177179444,,,57.3737373737,5.1093053294,,,57.3737373737,0.7477854506
,,57.8787878788,3.2020421491,,,57.8787878788,0.2297538665,,,57.8787878788,4.6883553763,,,57.8787878788,5.1878421276,,,57.8787878788,0.7596665038
,,58.3838383838,3.2556895715,,,58.3838383838,0.2332367218,,,58.3838383838,4.7594455512,,,58.3838383838,5.2668880565,,,58.3838383838,0.7716306404
,,58.8888888889,3.3097621025,,,58.8888888889,0.2367416924,,,58.8888888889,4.8309874167,,,58.8888888889,5.3464419696,,,58.8888888889,0.7836777151
,,59.3939393939,3.3642594216,,,59.3939393939,0.2402687272,,,59.3939393939,4.9029799320,,,59.3939393939,5.4265027328,,,59.3939393939,0.7958075842
,,59.898989899,3.4191812112,,,59.898989899,0.2438177757,,,59.898989899,4.9754220676,,,59.898989899,5.5070692240,,,59.898989899,0.8080201054
,,60.4040404040,3.4745271565,,,60.4040404040,0.2473887881,,,60.4040404040,5.0483128048,,,60.4040404040,5.5881403334,,,60.4040404040,0.8203151378
,,60.9090909091,3.5302969458,,,60.9090909091,0.2509817148,,,60.9090909091,5.1216511360,,,60.9090909091,5.6697149627,,,60.9090909091,0.8326925420
,,61.4141414141,3.58649027,,,61.4141414141,0.2545965069,,,61.4141414141,5.1954360642,,,61.4141414141,5.7517920252,,,61.4141414141,0.8451521801
,,61.9191919192,3.6431068229,,,61.9191919192,0.2582331162,,,61.9191919192,5.2696666025,,,61.9191919192,5.8343704453,,,61.9191919192,0.8576939153
,,62.4242424242,3.7001463010,,,62.4242424242,0.2618914946,,,62.4242424242,5.3443417747,,,62.4242424242,5.9174491588,,,62.4242424242,0.8703176124
,,62.9292929293,3.7576084036,,,62.9292929293,0.2655715948,,,62.9292929293,5.4194606144,,,62.9292929293,6.0010271121,,,62.9292929293,0.8830231373
,,63.4343434343,3.8154928323,,,63.4343434343,0.2692733699,,,63.4343434343,5.4950221649,,,63.4343434343,6.0851032625,,,63.4343434343,0.8958103574
,,63.9393939394,3.8737992917,,,63.9393939394,0.2729967735,,,63.9393939394,5.5710254796,,,63.9393939394,6.1696765775,,,63.9393939394,0.9086791412
,,64.4444444444,3.9325274887,,,64.4444444444,0.2767417595,,,64.4444444444,5.6474696211,,,64.4444444444,6.2547460352,,,64.4444444444,0.9216293585
,,64.9494949495,3.9916771327,,,64.9494949495,0.2805082825,,,64.9494949495,5.7243536614,,,64.9494949495,6.3403106237,,,64.9494949495,0.9346608805
,,65.4545454545,4.0512479357,,,65.4545454545,0.2842962974,,,65.4545454545,5.8016766817,,,65.4545454545,6.4263693411,,,65.4545454545,0.9477735794
,,65.9595959596,4.111239612,,,65.9595959596,0.2881057595,,,65.9595959596,5.8794377722,,,65.9595959596,6.512921195,,,65.9595959596,0.9609673286
,,66.4646464646,4.1716518784,,,66.4646464646,0.2919366248,,,66.4646464646,5.9576360321,,,66.4646464646,6.5999652029,,,66.4646464646,0.9742420028
,,66.9696969697,4.232484454,,,66.9696969697,0.2957888494,,,66.9696969697,6.0362705689,,,66.9696969697,6.6875003917,,,66.9696969697,0.9875974778
,,67.4747474747,4.2937370601,,,67.4747474747,0.2996623901,,,67.4747474747,6.1153404992,,,67.4747474747,6.7755257974,,,67.4747474747,1.0010336303
,,67.9797979798,4.3554094205,,,67.9797979798,0.3035572038,,,67.9797979798,6.1948449476,,,67.9797979798,6.8640404653,,,67.9797979798,1.0145503385
,,68.4848484848,4.4175012611,,,68.4848484848,0.3074732481,,,68.4848484848,6.2747830471,,,68.4848484848,6.9530434494,,,68.4848484848,1.0281474815
,,68.9898989899,4.48001231,,,68.9898989899,0.3114104808,,,68.9898989899,6.3551539389,,,68.9898989899,7.0425338129,,,68.9898989899,1.0418249394
,,69.4949494949,4.5429422974,,,69.4949494949,0.3153688602,,,69.4949494949,6.4359567721,,,69.4949494949,7.1325106273,,,69.4949494949,1.0555825935
,,70.,4.606290956,,,70.,0.319348345,,,70.,6.5171907036,,,70.,7.2229729727,,,70.,1.0694203259
