Data R1_x,Data R1_y,Fit R1 (k=1.91)_x,Fit R1 (k=1.91)_y,Data R2_x,Data R2_y,Fit R2 (k=1.71)_x,Fit R2 (k=1.71)_y,Data R3_x,Data R3_y,Fit R3 (k=1.73)_x,Fit R3 (k=1.73)_y,Data R4_x,Data R4_y,Fit R4 (k=1.75)_x,Fit R4 (k=1.75)_y,Data R5_x,Data R5_y,Fit R5 (k=1.83)_x,Fit R5 (k=1.83)_y
,,48.2828282828,2.2639619168,,,48.2828282828,0.167678331,,,48.2828282828,3.4460909195,,,48.2828282828,3.7656552091,,,48.2828282828,0.5514942642
,,48.7878787879,2.3094669644,,,48.7878787879,0.170694142,,,48.7878787879,3.508824029,,,48.7878787879,3.8347725406,,,48.7878787879,0.5620941736
,,49.2929292929,2.3554038594,,,49.2929292929,0.1737322967,,,49.2929292929,3.5720354107,,,49.2929292929,3.9044270598,,,49.2929292929,0.5727855003
,,49.797979798,2.4017722123,,,49.797979798,0.1767927292,,,49.797979798,3.6357237546,,,49.797979798,3.9746173734,,,49.797979798,0.5835680840
,,50.3030303030,2.4485716381,,,50.3030303030,0.1798753745,,,50.3030303030,3.6998877674,,,50.3030303030,4.0453421063,,,50.3030303030,0.5944417663
,,50.8080808081,2.495801756,,,50.8080808081,0.1829801683,,,50.8080808081,3.7645261726,,,50.8080808081,4.1165999003,,,50.8080808081,0.6054063907
,,51.3131313131,2.5434621892,,,51.3131313131,0.1861070472,,,51.3131313131,3.8296377095,,,51.3131313131,4.1883894146,,,51.3131313131,0.6164618023
,,51.8181818182,2.5915525652,,,51.8181818182,0.1892559486,,,51.8181818182,3.8952211334,,,51.8181818182,4.2607093248,,,51.8181818182,0.6276078482
,,52.3232323232,2.6400725152,,,52.3232323232,0.1924268107,,,52.3232323232,3.9612752148,,,52.3232323232,4.3335583226,,,52.3232323232,0.6388443772
,,52.8282828283,2.6890216744,,,52.8282828283,0.1956195725,,,52.8282828283,4.0277987396,,,52.8282828283,4.4069351157,,,52.8282828283,0.6501712399
,,53.3333333333,2.7383996818,,,53.3333333333,0.1988341736,,,53.3333333333,4.0947905082,,,53.3333333333,4.4808384275,,,53.3333333333,0.6615882883
,,53.8383838384,2.7882061803,,,53.8383838384,0.2020705546,,,53.8383838384,4.1622493355,,,53.8383838384,4.5552669962,,,53.8383838384,0.6730953764
,,54.3434343434,2.8384408161,,,54.3434343434,0.2053286565,,,54.3434343434,4.2301740505,,,54.3434343434,4.6302195752,,,54.3434343434,0.6846923596
,,54.8484848485,2.8891032393,,,54.8484848485,0.2086084214,,,54.8484848485,4.2985634962,,,54.8484848485,4.7056949323,,,54.8484848485,0.696379095
,,55.3535353535,2.9401931035,,,55.3535353535,0.2119097917,,,55.3535353535,4.3674165288,,,55.3535353535,4.7816918496,,,55.3535353535,0.7081554410
,,55.8585858586,2.9917100655,,,55.8585858586,0.2152327107,,,55.8585858586,4.4367320181,,,55.8585858586,4.8582091232,,,55.8585858586,0.7200212578
,,56.3636363636,3.0436537858,,,56.3636363636,0.2185771224,,,56.3636363636,4.5065088467,,,56.3636363636,4.9352455629,,,56.3636363636,0.7319764070
,,56.8686868687,3.096023928,,,56.8686868687,0.2219429712,,,56.8686868687,4.5767459100,,,56.8686868687,5.0127999916,,,56.8686868687,0.7440207516
,,57.3737373737,3.1488201590,,,57.3737373737,0.2253302023,,,57.3737373737,4.6474421158,,,57.3737373737,5.0908712458,,,57.3737373737,0.7561541561
,,57.8787878788,3.2020421491,,,57.8787878788,0.2287387617,,,57.8787878788,4.7185963842,,,57.8787878788,5.1694581745,,,57.8787878788,0.7683764862
,,58.3838383838,3.2556895715,,,58.3838383838,0.2321685956,,,58.3838383838,4.7902076472,,,58.3838383838,5.2485596396,,,58.3838383838,0.7806876094
,,58.8888888889,3.3097621025,,,58.8888888889,0.2356196512,,,58.8888888889,4.8622748484,,,58.8888888889,5.3281745151,,,58.8888888889,0.7930873941
,,59.3939393939,3.3642594216,,,59.3939393939,0.2390918761,,,59.3939393939,4.9347969433,,,59.3939393939,5.4083016872,,,59.3939393939,0.8055757102
,,59.898989899,3.4191812112,,,59.898989899,0.2425852184,,,59.898989899,5.0077728983,,,59.898989899,5.4889400542,,,59.898989899,0.8181524291
,,60.4040404040,3.4745271565,,,60.4040404040,0.2460996268,,,60.4040404040,5.0812016911,,,60.4040404040,5.5700885259,,,60.4040404040,0.8308174231
,,60.9090909091,3.5302969458,,,60.9090909091,0.2496350508,,,60.9090909091,5.1550823102,,,60.9090909091,5.6517460235,,,60.9090909091,0.8435705660
,,61.4141414141,3.58649027,,,61.4141414141,0.2531914401,,,61.4141414141,5.2294137546,,,61.4141414141,5.7339114795,,,61.4141414141,0.8564117328
,,61.9191919192,3.6431068229,,,61.9191919192,0.2567687452,,,61.9191919192,5.304195034,,,61.9191919192,5.8165838375,,,61.9191919192,0.8693407996
,,62.4242424242,3.7001463010,,,62.4242424242,0.2603669168,,,62.4242424242,5.3794251681,,,62.4242424242,5.8997620518,,,62.4242424242,0.8823576439
,,62.9292929293,3.7576084036,,,62.9292929293,0.2639859065,,,62.9292929293,5.4551031870,,,62.9292929293,5.9834450874,,,62.9292929293,0.8954621441
,,63.4343434343,3.8154928323,,,63.4343434343,0.2676256662,,,63.4343434343,5.5312281305,,,63.4343434343,6.0676319197,,,63.4343434343,0.9086541799
,,63.9393939394,3.8737992917,,,63.9393939394,0.2712861482,,,63.9393939394,5.6077990479,,,63.9393939394,6.1523215344,,,63.9393939394,0.9219336321
,,64.4444444444,3.9325274887,,,64.4444444444,0.2749673055,,,64.4444444444,5.6848149985,,,64.4444444444,6.2375129271,,,64.4444444444,0.9353003827
,,64.9494949495,3.9916771327,,,64.9494949495,0.2786690915,,,64.9494949495,5.7622750506,,,64.9494949495,6.3232051036,,,64.9494949495,0.9487543145
,,65.4545454545,4.0512479357,,,65.4545454545,0.2823914599,,,65.4545454545,5.8401782819,,,65.4545454545,6.4093970791,,,65.4545454545,0.9622953118
,,65.9595959596,4.111239612,,,65.9595959596,0.2861343651,,,65.9595959596,5.9185237789,,,65.9595959596,6.4960878784,,,65.9595959596,0.9759232595
,,66.4646464646,4.1716518784,,,66.4646464646,0.2898977618,,,66.4646464646,5.9973106373,,,66.4646464646,6.5832765358,,,66.4646464646,0.9896380438
,,66.9696969697,4.232484454,,,66.9696969697,0.2936816053,,,66.9696969697,6.0765379612,,,66.9696969697,6.6709620948,,,66.9696969697,1.0034395519
,,67.4747474747,4.2937370601,,,67.4747474747,0.2974858511,,,67.4747474747,6.1562048637,,,67.4747474747,6.7591436079,,,67.4747474747,1.017327672
,,67.9797979798,4.3554094205,,,67.9797979798,0.3013104554,,,67.9797979798,6.2363104658,,,67.9797979798,6.8478201363,,,67.9797979798,1.0313022931
,,68.4848484848,4.4175012611,,,68.4848484848,0.3051553746,,,68.4848484848,6.3168538972,,,68.4848484848,6.9369907505,,,68.4848484848,1.0453633054
,,68.9898989899,4.48001231,,,68.9898989899,0.3090205656,,,68.9898989899,6.3978342956,,,68.9898989899,7.026654529,,,68.9898989899,1.0595106
,,69.4949494949,4.5429422974,,,69.4949494949,0.3129059857,,,69.4949494949,6.4792508067,,,69.4949494949,7.1168105592,,,69.4949494949,1.0737440688
,,70.,4.606290956,,,70.,0.3168115926,,,70.,6.5611025842,,,70.,7.2074579366,,,70.,1.0880636047
