5.000,2000000.000,-200.000,-0.000,0.000,NaN,NaN
5.796,2000000.000,-200.000,-0.000,0.000,NaN,NaN
6.718,2000000.000,-40.000,-0.000,0.000,NaN,NaN
7.788,1771400.000,-194.060,-0.000,0.000,NaN,NaN
9.028,1699600.000,-108.060,-0.000,0.000,NaN,NaN
10.465,2000000.000,200.000,-0.000,0.000,NaN,NaN
12.130,1808200.000,134.620,-0.000,0.000,NaN,NaN
14.061,2000000.000,200.000,-0.000,0.000,NaN,NaN
16.299,2000000.000,200.000,0.000,0.000,NaN,NaN
18.894,2000000.000,-120.000,-0.000,0.000,NaN,NaN
21.901,2000000.000,-200.000,0.000,0.000,NaN,NaN
25.387,2000000.000,-40.000,0.000,0.000,NaN,NaN
29.428,2000000.000,200.000,0.000,0.000,NaN,NaN
34.113,2000000.000,200.000,-0.000,0.000,NaN,NaN
39.543,2000000.000,200.000,0.000,0.000,NaN,NaN
45.837,2000000.000,120.000,0.000,0.000,NaN,NaN
53.133,2000000.000,200.000,-0.000,0.000,NaN,NaN
61.591,1797800.000,-4.860,0.000,0.000,NaN,NaN
71.395,1832000.000,-186.180,-0.000,0.000,NaN,NaN
82.759,1754200.000,-109.780,-0.000,0.000,NaN,NaN
95.932,1833600.000,-177.260,0.000,0.000,NaN,NaN
111.202,2000000.000,-200.000,0.000,0.000,NaN,NaN
128.903,1237200.000,-89.960,0.000,0.000,NaN,NaN
149.422,1067600.000,-89.940,0.000,0.000,NaN,NaN
173.206,921000.000,-89.920,0.000,0.000,NaN,NaN
200.777,794800.000,-89.900,0.000,0.000,NaN,NaN
232.736,686000.000,-89.900,0.000,0.000,NaN,NaN
269.782,591600.000,-89.900,0.000,0.000,NaN,NaN
312.725,510200.000,-89.900,0.000,0.000,NaN,NaN
362.504,440000.000,-89.900,0.000,0.000,NaN,NaN
420.206,380000.000,-89.888,0.000,0.000,NaN,NaN
487.093,327900.000,-89.880,0.000,0.000,NaN,NaN
564.627,282900.000,-89.870,0.000,0.000,NaN,NaN
654.502,244100.000,-89.860,0.000,0.000,NaN,NaN
758.684,210600.000,-89.840,0.000,0.000,NaN,NaN
