Energy (eV),Absorption (OD)
2.567287784679089,0.8384109154385972
2.56198347107438,0.8321191188968262
2.556701030927835,0.8259111168840058
2.551440329218107,0.8193367262918703
2.546201232032854,0.812162398500244
2.540983606557377,0.80546974365921
2.5357873210633946,0.7993638500551894
2.5306122448979593,0.7940960186173136
2.525458248472505,0.7891534562544512
2.5203252032520327,0.7844170981530012
2.5152129817444218,0.7798568221483375
2.5101214574898787,0.7766767980697501
2.505050505050505,0.7738153487995407
2.5,0.7701376964969362
2.494969818913481,0.7668635368637162
2.4899598393574296,0.7647487829909443
2.4849699398797593,0.7633572498015394
2.48,0.7625207572812335
2.475049900199601,0.7618918241728894
2.4701195219123506,0.7610793249619927
2.4652087475149105,0.761172826339856
2.4603174603174605,0.7620030496773385
2.4554455445544554,0.76362485010222
2.450592885375494,0.7655187631653411
2.445759368836292,0.7690718969793904
2.440944881889764,0.7733570882016139
2.43614931237721,0.7777819070788803
2.4313725490196076,0.7832544056460828
2.426614481409002,0.7886529226717158
2.421875,0.7947550572572415
2.4171539961013644,0.8017623979940264
2.412451361867704,0.8083596370084265
2.407766990291262,0.8158896297760938
2.4031007751937983,0.8237832960354585
2.3984526112185685,0.831979411572005
2.393822393822394,0.8399451751691942
2.3892100192678227,0.8471523488158661
2.3846153846153846,0.853483319103375
2.380038387715931,0.858015556593835
2.375478927203065,0.862405182744724
2.3709369024856595,0.8646650465319169
2.366412213740458,0.8650261801534556
2.361904761904762,0.8639196812724301
2.3574144486692017,0.8613065838233136
2.3529411764705883,0.8577105220577245
2.3484848484848486,0.8524888075731667
2.344045368620038,0.8451929257772475
2.339622641509434,0.8360581976241752
2.335216572504708,0.8263375167236517
2.330827067669173,0.8156925844017044
2.326454033771107,0.8035072238517236
2.3220973782771535,0.7909483063849163
2.317757009345794,0.777897354911329
2.3134328358208953,0.7655766250578089
2.3091247672253257,0.7538222854210088
2.3048327137546467,0.7421700114605758
2.300556586270872,0.7314615553411326
2.2962962962962963,0.7214919371212181
2.292051756007394,0.7126753622014605
2.2878228782287824,0.703939077510648
2.283609576427256,0.6956676164816502
2.2794117647058822,0.687968203892478
2.2752293577981653,0.680712614605985
2.271062271062271,0.6739657507629091
2.26691042047532,0.6674717172875752
2.2627737226277373,0.6615071125535543
2.2586520947176685,0.6561271799893866
2.2545454545454544,0.6510581355831766
2.250453720508167,0.6464265658701683
2.246376811594203,0.6418094052159034
2.2423146473779387,0.6376155489419818
2.2382671480144403,0.633701242369673
